Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count
"York, South Carolina, US",United States,South Carolina,York,US,USA,45091,34.97281497,-81.18085944,280979
"Sherman, Kansas, US",United States,Kansas,Sherman,US,USA,20181,39.35147699,-101.7197624,5917
"Codington, South Dakota, US",United States,South Dakota,Codington,US,USA,46029,44.97788119,-97.18827677,28009
"McIntosh, Georgia, US",United States,Georgia,McIntosh,US,USA,13191,31.49683595,-81.40163426,14378
"Somerset, Pennsylvania, US",United States,Pennsylvania,Somerset,US,USA,42111,39.97172723,-79.02699593,73447
"Duplin, North Carolina, US",United States,North Carolina,Duplin,US,USA,37061,34.93449805,-77.93140529,58741
"Cambria, Pennsylvania, US",United States,Pennsylvania,Cambria,US,USA,42021,40.49527404,-78.71377428,130192
"DeKalb, Missouri, US",United States,Missouri,DeKalb,US,USA,29063,39.89201062,-94.40476508,12547
"Lycoming, Pennsylvania, US",United States,Pennsylvania,Lycoming,US,USA,42081,41.34310539,-77.06629984,113299
"Shelby, Tennessee, US",United States,Tennessee,Shelby,US,USA,47157,35.1864775,-89.89692423,937166
"Oswego, New York, US",United States,New York,Oswego,US,USA,36075,43.42778894,-76.14635194,117124
"Polk, North Carolina, US",United States,North Carolina,Polk,US,USA,37149,35.27820615,-82.16812354,20724
"Luzerne, Pennsylvania, US",United States,Pennsylvania,Luzerne,US,USA,42079,41.17823008,-75.98447579,317417
"Wayne, Pennsylvania, US",United States,Pennsylvania,Wayne,US,USA,42127,41.64938475,-75.29956506,51361
"Southeast Utah, Utah, US",United States,Utah,Southeast Utah,US,USA,,38.99617072,-110.7013958,40229
"Jefferson, Texas, US",United States,Texas,Jefferson,US,USA,48245,29.8832777,-94.16434171,251565
"Taylor, Florida, US",United States,Florida,Taylor,US,USA,12123,30.04848048,-83.60445406,21569
"Lincoln, Louisiana, US",United States,Louisiana,Lincoln,US,USA,22061,32.6003154,-92.6659741,46742
"Pemiscot, Missouri, US",United States,Missouri,Pemiscot,US,USA,29155,36.2130572,-89.78742322,15805
"Meagher, Montana, US",United States,Montana,Meagher,US,USA,30059,46.59907074,-110.8898557,1862
"Knox, Texas, US",United States,Texas,Knox,US,USA,48275,33.60519951,-99.7422906,3664
"Lemhi, Idaho, US",United States,Idaho,Lemhi,US,USA,16059,44.9438088,-113.9309747,8027
"Avoyelles, Louisiana, US",United States,Louisiana,Avoyelles,US,USA,22009,31.07796211,-92.00079449,40144
"Claiborne, Louisiana, US",United States,Louisiana,Claiborne,US,USA,22027,32.82308512,-92.99526883,15670
"Latimer, Oklahoma, US",United States,Oklahoma,Latimer,US,USA,40077,34.87844729,-95.25215049,10073
"Columbia, Wisconsin, US",United States,Wisconsin,Columbia,US,USA,55021,43.46492199,-89.33589004,57532
"Wake, North Carolina, US",United States,North Carolina,Wake,US,USA,37183,35.78879266,-78.65249174,1111761
"Caddo, Louisiana, US",United States,Louisiana,Caddo,US,USA,22017,32.57991587,-93.88375652,240204
"Jeff Davis, Texas, US",United States,Texas,Jeff Davis,US,USA,48243,30.71490589,-104.1399973,2274
"Wood, Ohio, US",United States,Ohio,Wood,US,USA,39173,41.36224827,-83.62285108,130817
"Clermont, Ohio, US",United States,Ohio,Clermont,US,USA,39025,39.04847534,-84.15375786,206428
"Decatur, Tennessee, US",United States,Tennessee,Decatur,US,USA,47039,35.60048904,-88.11043779,11663
"Evangeline, Louisiana, US",United States,Louisiana,Evangeline,US,USA,22039,30.72985248,-92.39915924,33395
"Elliott, Kentucky, US",United States,Kentucky,Elliott,US,USA,21063,38.11624059,-83.09771563,7517
"Erie, New York, US",United States,New York,Erie,US,USA,36029,42.76249024,-78.73063652,918702
"Jackson, Mississippi, US",United States,Mississippi,Jackson,US,USA,28059,30.54020656,-88.64184064,143617
"McPherson, Nebraska, US",United States,Nebraska,McPherson,US,USA,31117,41.56797682,-101.0599362,494
"Hettinger, North Dakota, US",United States,North Dakota,Hettinger,US,USA,38041,46.43375068,-102.4632417,2499
"West Baton Rouge, Louisiana, US",United States,Louisiana,West Baton Rouge,US,USA,22121,30.46058217,-91.30989571,26465
"Giles, Tennessee, US",United States,Tennessee,Giles,US,USA,47055,35.20222469,-87.03992678,29464
"Sullivan, Tennessee, US",United States,Tennessee,Sullivan,US,USA,47163,36.51240691,-82.30412917,158348
"Perkins, Nebraska, US",United States,Nebraska,Perkins,US,USA,31135,40.85082525,-101.6502942,2891
"Duchesne, Utah, US",United States,Utah,Duchesne,US,USA,49013,40.29772254,-110.425237,19938
"Wilkes, Georgia, US",United States,Georgia,Wilkes,US,USA,13317,33.78290391,-82.74286107,9777
"Aiken, South Carolina, US",United States,South Carolina,Aiken,US,USA,45003,33.54338026,-81.63645384,170872
"McDonald, Missouri, US",United States,Missouri,McDonald,US,USA,29119,36.62869595,-94.34867205,22837
"Lincoln, Wisconsin, US",United States,Wisconsin,Lincoln,US,USA,55069,45.33737523,-89.73411273,27593
"Twiggs, Georgia, US",United States,Georgia,Twiggs,US,USA,13289,32.67435595,-83.43078662,8120
"Green, Wisconsin, US",United States,Wisconsin,Green,US,USA,55045,42.6794956,-89.60243287,36960
"Gallia, Ohio, US",United States,Ohio,Gallia,US,USA,39053,38.82708533,-82.31647569,29898
"Gem, Idaho, US",United States,Idaho,Gem,US,USA,16045,44.06482372,-116.398376,18112
"Quitman, Mississippi, US",United States,Mississippi,Quitman,US,USA,28119,34.25157572,-90.28908,6792
"Warren, Kentucky, US",United States,Kentucky,Warren,US,USA,21227,36.99903045,-86.42672751,132896
"Roosevelt, Montana, US",United States,Montana,Roosevelt,US,USA,30085,48.29607488,-105.0079268,11004
"Warren, Missouri, US",United States,Missouri,Warren,US,USA,29219,38.76529479,-91.16124662,35649
"Cumberland, Illinois, US",United States,Illinois,Cumberland,US,USA,17035,39.27432424,-88.2401158,10766
"Beaufort, North Carolina, US",United States,North Carolina,Beaufort,US,USA,37013,35.48531943,-76.84325809,46994
"Lake, Tennessee, US",United States,Tennessee,Lake,US,USA,47095,36.3418017,-89.48921915,7016
"District of Columbia, District of Columbia, US",United States,District of Columbia,District of Columbia,US,USA,11001,38.90417773,-77.01655992,705749
"Schoharie, New York, US",United States,New York,Schoharie,US,USA,36095,42.58831742,-74.4433903,30999
"Radford, Virginia, US",United States,Virginia,Radford,US,USA,51750,37.12222899,-80.5602732,18249
"Pickens, Alabama, US",United States,Alabama,Pickens,US,USA,1107,33.28094866,-88.08818103,19930
"Nash, North Carolina, US",United States,North Carolina,Nash,US,USA,37127,35.96575634,-77.98422508,94298
"Wayne, Utah, US",United States,Utah,Wayne,US,USA,49055,38.32335822,-110.9096801,2711
"Elk, Pennsylvania, US",United States,Pennsylvania,Elk,US,USA,42047,41.42822061,-78.64524744,29910
"Van Buren, Tennessee, US",United States,Tennessee,Van Buren,US,USA,47175,35.69864497,-85.45221699,5872
"Big Stone, Minnesota, US",United States,Minnesota,Big Stone,US,USA,27011,45.42712824,-96.41403739,4991
"Currituck, North Carolina, US",United States,North Carolina,Currituck,US,USA,37053,36.36123664,-75.95876401,27763
"Simpson, Mississippi, US",United States,Mississippi,Simpson,US,USA,28127,31.91282117,-89.91716179,26658
"Warren, New York, US",United States,New York,Warren,US,USA,36113,43.56173026,-73.8433699,63944
"Hamilton, Tennessee, US",United States,Tennessee,Hamilton,US,USA,47065,35.17670231,-85.16652245,367804
"Wahkiakum, Washington, US",United States,Washington,Wahkiakum,US,USA,53069,46.2918004,-123.4250831,4488
"Lawrence, Mississippi, US",United States,Mississippi,Lawrence,US,USA,28077,31.55147224,-90.10841127,12586
"Franklin City, Virginia, US",United States,Virginia,Franklin City,US,USA,51620,36.6831435,-76.93859681,7967
"Lincoln, Nevada, US",United States,Nevada,Lincoln,US,USA,32017,37.64268459,-114.8790388,5183
"Isle of Wight, Virginia, US",United States,Virginia,Isle of Wight,US,USA,51093,36.90579348,-76.70842863,37109
"Greene, Ohio, US",United States,Ohio,Greene,US,USA,39057,39.69116283,-83.89032084,168937
"Platte, Nebraska, US",United States,Nebraska,Platte,US,USA,31141,41.57246836,-97.52144359,33470
"Dawson, Georgia, US",United States,Georgia,Dawson,US,USA,13085,34.44244079,-84.16964071,26108
"Dawes, Nebraska, US",United States,Nebraska,Dawes,US,USA,31045,42.71985036,-103.1313774,8589
"Braxton, West Virginia, US",United States,West Virginia,Braxton,US,USA,54007,38.70036159,-80.72011184,13957
"Natchitoches, Louisiana, US",United States,Louisiana,Natchitoches,US,USA,22069,31.72321584,-93.09816516,38158
"Berkshire, Massachusetts, US",United States,Massachusetts,Berkshire,US,USA,25003,42.37428441,-73.20524838,124944
"Murray, Oklahoma, US",United States,Oklahoma,Murray,US,USA,40099,34.48116015,-97.06826283,14073
"Scotland, Missouri, US",United States,Missouri,Scotland,US,USA,29199,40.45214695,-92.14709064,4902
"Kiowa, Colorado, US",United States,Colorado,Kiowa,US,USA,8061,38.43260896,-102.7392145,1406
"Sacramento, California, US",United States,California,Sacramento,US,USA,6067,38.45106826,-121.3425374,1552058
"Cheyenne, Nebraska, US",United States,Nebraska,Cheyenne,US,USA,31033,41.21999357,-102.9941693,8910
"Burt, Nebraska, US",United States,Nebraska,Burt,US,USA,31021,41.85056773,-96.32605633,6459
"Scott, Indiana, US",United States,Indiana,Scott,US,USA,18143,38.68672078,-85.74627859,23873
"Evans, Georgia, US",United States,Georgia,Evans,US,USA,13109,32.15328841,-81.8870105,10654
"Carroll, New Hampshire, US",United States,New Hampshire,Carroll,US,USA,33003,43.87498583,-71.20430216,48910
"Hardin, Iowa, US",United States,Iowa,Hardin,US,USA,19083,42.38353877,-93.23654611,16846
"Fremont, Idaho, US",United States,Idaho,Fremont,US,USA,16043,44.22800938,-111.4809943,13099
"Seneca, New York, US",United States,New York,Seneca,US,USA,36099,42.78081007,-76.82497064,34016
"Jackson, Kentucky, US",United States,Kentucky,Jackson,US,USA,21109,37.41866422,-83.99825483,13329
"Woodford, Kentucky, US",United States,Kentucky,Woodford,US,USA,21239,38.04178222,-84.7417556,26734
"Taylor, Iowa, US",United States,Iowa,Taylor,US,USA,19173,40.73710579,-94.69778563,6121
"Clay, Nebraska, US",United States,Nebraska,Clay,US,USA,31035,40.52439441,-98.05126296,6203
"Price, Wisconsin, US",United States,Wisconsin,Price,US,USA,55099,45.68051754,-90.3609888,13351
"Douglas, Nevada, US",United States,Nevada,Douglas,US,USA,32005,38.912862,-119.6171333,48905
"Marion, Missouri, US",United States,Missouri,Marion,US,USA,29127,39.80601912,-91.62203062,28530
"Reeves, Texas, US",United States,Texas,Reeves,US,USA,48389,31.32323325,-103.6903896,15976
"Pike, Pennsylvania, US",United States,Pennsylvania,Pike,US,USA,42103,41.33155042,-75.03208106,55809
"St. Tammany, Louisiana, US",United States,Louisiana,St. Tammany,US,USA,22103,30.40942847,-89.95642711,260419
"Charles Mix, South Dakota, US",United States,South Dakota,Charles Mix,US,USA,46023,43.20660134,-98.58856175,9292
"Lyon, Minnesota, US",United States,Minnesota,Lyon,US,USA,27083,44.41327865,-95.83806103,25474
"Callahan, Texas, US",United States,Texas,Callahan,US,USA,48059,32.29760619,-99.37326312,13943
"Fulton, Kentucky, US",United States,Kentucky,Fulton,US,USA,21075,36.55238827,-89.20140068,5969
"Clinton, Indiana, US",United States,Indiana,Clinton,US,USA,18023,40.30319754,-86.47277257,32399
"Riverside, California, US",United States,California,Riverside,US,USA,6065,33.74314981,-115.9933578,2470546
"Jerauld, South Dakota, US",United States,South Dakota,Jerauld,US,USA,46073,44.06637798,-98.62965972,2013
"San Jacinto, Texas, US",United States,Texas,San Jacinto,US,USA,48407,30.57933681,-95.16260304,28859
"Franklin, Maine, US",United States,Maine,Franklin,US,USA,23007,44.97330019,-70.44381045,30199
"Marion, Mississippi, US",United States,Mississippi,Marion,US,USA,28091,31.23132643,-89.8209217,24573
"Marshall, Indiana, US",United States,Indiana,Marshall,US,USA,18099,41.32467367,-86.26185087,46258
"Mohave, Arizona, US",United States,Arizona,Mohave,US,USA,4015,35.70471703,-113.7577902,212181
"Williamson, Tennessee, US",United States,Tennessee,Williamson,US,USA,47187,35.89099229,-86.89281867,238412
"Platte, Wyoming, US",United States,Wyoming,Platte,US,USA,56031,42.13299116,-104.966331,8393
"Nottoway, Virginia, US",United States,Virginia,Nottoway,US,USA,51135,37.1435975,-78.05065922,15232
"Choctaw, Oklahoma, US",United States,Oklahoma,Choctaw,US,USA,40023,34.02807439,-95.54771129,14672
"Dawson, Nebraska, US",United States,Nebraska,Dawson,US,USA,31047,40.87028216,-99.8201461,23595
"Burnett, Wisconsin, US",United States,Wisconsin,Burnett,US,USA,55013,45.86303537,-92.36711412,15414
"Chicot, Arkansas, US",United States,Arkansas,Chicot,US,USA,5017,33.26458973,-91.29539209,10118
"Sevier, Utah, US",United States,Utah,Sevier,US,USA,49041,38.74837146,-111.8050275,21620
"Stone, Mississippi, US",United States,Mississippi,Stone,US,USA,28131,30.79187949,-89.11547539,18336
"Richland, North Dakota, US",United States,North Dakota,Richland,US,USA,38077,46.26440649,-96.94852979,16177
"Kootenai, Idaho, US",United States,Idaho,Kootenai,US,USA,16055,47.67282258,-116.7020872,165697
"Branch, Michigan, US",United States,Michigan,Branch,US,USA,26023,41.91600556,-85.05929476,43517
"Ottawa, Michigan, US",United States,Michigan,Ottawa,US,USA,26139,42.95996803,-85.9969107,291830
"Erath, Texas, US",United States,Texas,Erath,US,USA,48143,32.23602653,-98.21773417,42698
"Hamilton, Kansas, US",United States,Kansas,Hamilton,US,USA,20075,37.99978709,-101.7921066,2539
"Charlotte, Florida, US",United States,Florida,Charlotte,US,USA,12015,26.90131002,-81.92949121,188910
"Blanco, Texas, US",United States,Texas,Blanco,US,USA,48031,30.26640707,-98.3999852,11931
"Alachua, Florida, US",United States,Florida,Alachua,US,USA,12001,29.67866525,-82.35928158,269043
"Somerset, Maryland, US",United States,Maryland,Somerset,US,USA,24039,38.1163542,-75.75118623,25616
"Edmunds, South Dakota, US",United States,South Dakota,Edmunds,US,USA,46045,45.41846445,-99.21545423,3829
"Montgomery, Tennessee, US",United States,Tennessee,Montgomery,US,USA,47125,36.49609412,-87.38550661,208993
"Logan, Oklahoma, US",United States,Oklahoma,Logan,US,USA,40083,35.91899576,-97.44352845,48011
"Worth, Missouri, US",United States,Missouri,Worth,US,USA,29227,40.47945588,-94.42328751,2013
"Rains, Texas, US",United States,Texas,Rains,US,USA,48379,32.87109387,-95.79232691,12514
"Scotts Bluff, Nebraska, US",United States,Nebraska,Scotts Bluff,US,USA,31157,41.85070896,-103.7080986,35618
"Dare, North Carolina, US",United States,North Carolina,Dare,US,USA,37055,35.66520691,-75.71767334,37009
"Scott, Mississippi, US",United States,Mississippi,Scott,US,USA,28123,32.4067041,-89.53789439,28124
"Washington, Maryland, US",United States,Maryland,Washington,US,USA,24043,39.60835778,-77.82002295,151049
"Wayne, Nebraska, US",United States,Nebraska,Wayne,US,USA,31179,42.20934475,-97.11926964,9385
"Keokuk, Iowa, US",United States,Iowa,Keokuk,US,USA,19107,41.33649833,-92.1785067,10246
"Marion, Indiana, US",United States,Indiana,Marion,US,USA,18097,39.78163624,-86.13826325,964582
"Carter, Missouri, US",United States,Missouri,Carter,US,USA,29035,36.94160441,-90.96051322,5982
"Uvalde, Texas, US",United States,Texas,Uvalde,US,USA,48463,29.35739637,-99.76229172,26741
"Buncombe, North Carolina, US",United States,North Carolina,Buncombe,US,USA,37021,35.61113393,-82.53305,261191
"Nantucket, Massachusetts, US",United States,Massachusetts,Nantucket,US,USA,25019,41.2942019,-70.08774729,11399
"Surry, Virginia, US",United States,Virginia,Surry,US,USA,51181,37.11781893,-76.88450012,6422
"Dearborn, Indiana, US",United States,Indiana,Dearborn,US,USA,18029,39.14647946,-84.97333539,49458
"Franklin, Alabama, US",United States,Alabama,Franklin,US,USA,1059,34.44235334,-87.84289505,31362
"Cleburne, Arkansas, US",United States,Arkansas,Cleburne,US,USA,5023,35.53864922,-92.02640019,24919
"Woods, Oklahoma, US",United States,Oklahoma,Woods,US,USA,40151,36.76705782,-98.86573064,8793
"Gratiot, Michigan, US",United States,Michigan,Gratiot,US,USA,26057,43.29265605,-84.60505416,40711
"Pulaski, Kentucky, US",United States,Kentucky,Pulaski,US,USA,21199,37.10466131,-84.57629079,64979
"Summers, West Virginia, US",United States,West Virginia,Summers,US,USA,54089,37.65390597,-80.86009693,12573
"Lincoln, Colorado, US",United States,Colorado,Lincoln,US,USA,8073,38.98749519,-103.5136649,5701
"Pottawatomie, Kansas, US",United States,Kansas,Pottawatomie,US,USA,20149,39.37925655,-96.34564657,24383
"Franklin, Idaho, US",United States,Idaho,Franklin,US,USA,16041,42.18332217,-111.8149666,13876
"Dallas, Missouri, US",United States,Missouri,Dallas,US,USA,29059,37.6811355,-93.02127031,16878
"Niobrara, Wyoming, US",United States,Wyoming,Niobrara,US,USA,56027,43.05607708,-104.4758896,2356
"Clayton, Iowa, US",United States,Iowa,Clayton,US,USA,19043,42.84443388,-91.34133693,17549
"Kay, Oklahoma, US",United States,Oklahoma,Kay,US,USA,40071,36.81799745,-97.14421435,43538
"Montgomery, Virginia, US",United States,Virginia,Montgomery,US,USA,51121,37.17746986,-80.37868691,98535
"Catahoula, Louisiana, US",United States,Louisiana,Catahoula,US,USA,22025,31.66778967,-91.84526385,9494
"Preston, West Virginia, US",United States,West Virginia,Preston,US,USA,54077,39.46770987,-79.66712803,33432
"Powder River, Montana, US",United States,Montana,Powder River,US,USA,30075,45.39617714,-105.636738,1682
"Esmeralda, Nevada, US",United States,Nevada,Esmeralda,US,USA,32009,37.78436681,-117.6319999,873
"Anderson, Tennessee, US",United States,Tennessee,Anderson,US,USA,47001,36.12684348,-84.19965764,76978
"Delaware, New York, US",United States,New York,Delaware,US,USA,36025,42.19837623,-74.96709306,44135
"Rio Grande, Colorado, US",United States,Colorado,Rio Grande,US,USA,8105,37.5836865,-106.3847838,11267
"Todd, Kentucky, US",United States,Kentucky,Todd,US,USA,21219,36.8381152,-87.17878374,12294
"Owen, Kentucky, US",United States,Kentucky,Owen,US,USA,21187,38.51679143,-84.82404619,10901
"Howard, Indiana, US",United States,Indiana,Howard,US,USA,18067,40.48527731,-86.11351892,82544
"Lincoln, Missouri, US",United States,Missouri,Lincoln,US,USA,29113,39.05345619,-90.95588181,59013
"Bollinger, Missouri, US",United States,Missouri,Bollinger,US,USA,29017,37.32449052,-90.02725304,12133
"Mercer, Ohio, US",United States,Ohio,Mercer,US,USA,39107,40.54043046,-84.62912742,41172
"Baker, Georgia, US",United States,Georgia,Baker,US,USA,13007,31.32669878,-84.44218806,3038
"Fulton, Pennsylvania, US",United States,Pennsylvania,Fulton,US,USA,42057,39.92913544,-78.11163677,14530
"Malheur, Oregon, US",United States,Oregon,Malheur,US,USA,41045,43.1937027,-117.6227395,30571
"Westmoreland, Pennsylvania, US",United States,Pennsylvania,Westmoreland,US,USA,42129,40.3137798,-79.46615476,348899
"Bronx, New York, US",United States,New York,Bronx,US,USA,36005,40.85209301,-73.86282755,1418207
"Halifax, North Carolina, US",United States,North Carolina,Halifax,US,USA,37083,36.25669272,-77.6556109,50010
"Jones, Texas, US",United States,Texas,Jones,US,USA,48253,32.73997145,-99.87861576,20083
"Bossier, Louisiana, US",United States,Louisiana,Bossier,US,USA,22015,32.67932307,-93.60460152,127039
"Moore, North Carolina, US",United States,North Carolina,Moore,US,USA,37125,35.30885257,-79.48474178,100880
"Gloucester, Virginia, US",United States,Virginia,Gloucester,US,USA,51073,37.40809042,-76.53524337,37348
"Scott, Tennessee, US",United States,Tennessee,Scott,US,USA,47151,36.42325673,-84.50360494,22068
"Pulaski, Illinois, US",United States,Illinois,Pulaski,US,USA,17153,37.22631423,-89.13085001,5335
"Southampton, Virginia, US",United States,Virginia,Southampton,US,USA,51175,36.72231125,-77.10642712,17631
"Marquette, Michigan, US",United States,Michigan,Marquette,US,USA,26103,46.4338914,-87.64043701,66699
"LaGrange, Indiana, US",United States,Indiana,LaGrange,US,USA,18087,41.64232188,-85.42674232,39614
"Fannin, Texas, US",United States,Texas,Fannin,US,USA,48147,33.59564294,-96.10751083,35514
"Hendry, Florida, US",United States,Florida,Hendry,US,USA,12051,26.55386945,-81.16469006,42022
"Carroll, Georgia, US",United States,Georgia,Carroll,US,USA,13045,33.58138199,-85.07976677,119992
"Florence, Wisconsin, US",United States,Wisconsin,Florence,US,USA,55037,45.84963535,-88.39804137,4295
"Lynn, Texas, US",United States,Texas,Lynn,US,USA,48305,33.17657705,-101.8162849,5951
"Wichita, Kansas, US",United States,Kansas,Wichita,US,USA,20203,38.48178252,-101.3471509,2119
"Crowley, Colorado, US",United States,Colorado,Crowley,US,USA,8025,38.32608609,-103.7844965,6061
"Greenwood, Kansas, US",United States,Kansas,Greenwood,US,USA,20073,37.8774388,-96.23250453,5982
"Mercer, Pennsylvania, US",United States,Pennsylvania,Mercer,US,USA,42085,41.30248872,-80.25816981,109424
"Montgomery, Illinois, US",United States,Illinois,Montgomery,US,USA,17135,39.23198845,-89.47809254,28414
"Collin, Texas, US",United States,Texas,Collin,US,USA,48085,33.18820114,-96.57264368,1034730
"Athens, Ohio, US",United States,Ohio,Athens,US,USA,39009,39.33425634,-82.04278644,65327
"Bourbon, Kansas, US",United States,Kansas,Bourbon,US,USA,20011,37.85508555,-94.84865997,14534
"Coleman, Texas, US",United States,Texas,Coleman,US,USA,48083,31.76736834,-99.45240766,8175
"Sandoval, New Mexico, US",United States,New Mexico,Sandoval,US,USA,35043,35.68862401,-106.8687803,146748
"Terrebonne, Louisiana, US",United States,Louisiana,Terrebonne,US,USA,22109,29.37343766,-90.82626855,110461
"Winnebago, Iowa, US",United States,Iowa,Winnebago,US,USA,19189,43.37751174,-93.73407298,10354
"Chickasaw, Iowa, US",United States,Iowa,Chickasaw,US,USA,19037,43.06001295,-92.31773347,11933
"Morris, New Jersey, US",United States,New Jersey,Morris,US,USA,34027,40.86095313,-74.5455371,491845
"Brown, Kansas, US",United States,Kansas,Brown,US,USA,20013,39.82652589,-95.56421698,9564
"Coconino, Arizona, US",United States,Arizona,Coconino,US,USA,4005,35.83883429,-111.7707178,143476
"Ogemaw, Michigan, US",United States,Michigan,Ogemaw,US,USA,26129,44.33481032,-84.12725175,20997
"Knox, Maine, US",United States,Maine,Knox,US,USA,23013,44.11486325,-69.10529169,39772
"Alexander, North Carolina, US",United States,North Carolina,Alexander,US,USA,37003,35.9223796,-81.17751948,37497
"Laurens, Georgia, US",United States,Georgia,Laurens,US,USA,13175,32.46325233,-82.92221316,47546
"Polk, Missouri, US",United States,Missouri,Polk,US,USA,29167,37.6162296,-93.39828174,32149
"Defiance, Ohio, US",United States,Ohio,Defiance,US,USA,39039,41.32398837,-84.49076944,38087
"Heard, Georgia, US",United States,Georgia,Heard,US,USA,13149,33.29686567,-85.12886832,11923
"Dade, Georgia, US",United States,Georgia,Dade,US,USA,13083,34.8549167,-85.50490424,16116
"Dawson, Montana, US",United States,Montana,Dawson,US,USA,30021,47.26584855,-104.8944417,8613
"Nacogdoches, Texas, US",United States,Texas,Nacogdoches,US,USA,48347,31.62017125,-94.61803994,65204
"Oneida, Idaho, US",United States,Idaho,Oneida,US,USA,16071,42.1949428,-112.5407838,4531
"Mahnomen, Minnesota, US",United States,Minnesota,Mahnomen,US,USA,27087,47.32557075,-95.80921485,5527
"Cowley, Kansas, US",United States,Kansas,Cowley,US,USA,20035,37.23781842,-96.83776647,34908
"Lawrence, South Dakota, US",United States,South Dakota,Lawrence,US,USA,46081,44.35919441,-103.7929428,25844
"Liberty, Texas, US",United States,Texas,Liberty,US,USA,48291,30.15152688,-94.81205615,88219
"DeKalb, Georgia, US",United States,Georgia,DeKalb,US,USA,13089,33.76944049,-84.22396017,759297
"Perry, Illinois, US",United States,Illinois,Perry,US,USA,17145,38.08510853,-89.36856219,20916
"Clare, Michigan, US",United States,Michigan,Clare,US,USA,26035,43.98794227,-84.8481986,30950
"Adair, Iowa, US",United States,Iowa,Adair,US,USA,19001,41.33075609,-94.47105874,7152
"Cook, Georgia, US",United States,Georgia,Cook,US,USA,13075,31.16068491,-83.42947229,17270
"Marathon, Wisconsin, US",United States,Wisconsin,Marathon,US,USA,55073,44.89792533,-89.75863384,135692
"Union, New Mexico, US",United States,New Mexico,Union,US,USA,35059,36.48126404,-103.4709624,4059
"Gray, Kansas, US",United States,Kansas,Gray,US,USA,20069,37.73836671,-100.4369088,5988
"Peach, Georgia, US",United States,Georgia,Peach,US,USA,13225,32.56934316,-83.82937,27546
"Brantley, Georgia, US",United States,Georgia,Brantley,US,USA,13025,31.19576557,-81.97743999,19109
"Fairbanks North Star, Alaska, US",United States,Alaska,Fairbanks North Star,US,USA,2090,64.80726247,-146.5692662,96849
"Edwards, Kansas, US",United States,Kansas,Edwards,US,USA,20047,37.88735543,-99.31263309,2798
"Coos, Oregon, US",United States,Oregon,Coos,US,USA,41011,43.17406868,-124.0594514,64487
"Hand, South Dakota, US",United States,South Dakota,Hand,US,USA,46059,44.54708407,-99.00386459,3191
"Greene, Illinois, US",United States,Illinois,Greene,US,USA,17061,39.35907414,-90.388865,12969
"Tunica, Mississippi, US",United States,Mississippi,Tunica,US,USA,28143,34.64967704,-90.37481167,9632
"Union, New Jersey, US",United States,New Jersey,Union,US,USA,34039,40.65835409,-74.30680092,556341
"Williamson, Texas, US",United States,Texas,Williamson,US,USA,48491,30.64655664,-97.6004854,590551
"Jackson, Georgia, US",United States,Georgia,Jackson,US,USA,13157,34.13794553,-83.56814788,72977
"Stewart, Tennessee, US",United States,Tennessee,Stewart,US,USA,47161,36.50235092,-87.83920548,13715
"Fulton, Illinois, US",United States,Illinois,Fulton,US,USA,17057,40.47289135,-90.20862357,34340
"Castro, Texas, US",United States,Texas,Castro,US,USA,48069,34.53016752,-102.2617243,7530
"Clark, Wisconsin, US",United States,Wisconsin,Clark,US,USA,55019,44.73483377,-90.61207486,34774
"Whitman, Washington, US",United States,Washington,Whitman,US,USA,53075,46.90022523,-117.5241763,50104
"Lane, Oregon, US",United States,Oregon,Lane,US,USA,41039,43.93727035,-122.847753,382067
"Grant, Nebraska, US",United States,Nebraska,Grant,US,USA,31075,41.91528587,-101.740701,623
"Washington, Mississippi, US",United States,Mississippi,Washington,US,USA,28151,33.28392041,-90.94196237,43909
"Scott, Kentucky, US",United States,Kentucky,Scott,US,USA,21209,38.29622293,-84.5816631,57004
"Lowndes, Mississippi, US",United States,Mississippi,Lowndes,US,USA,28087,33.47386518,-88.4419153,58595
"Kanawha, West Virginia, US",United States,West Virginia,Kanawha,US,USA,54039,38.33860077,-81.52857054,178124
"Clackamas, Oregon, US",United States,Oregon,Clackamas,US,USA,41005,45.18787398,-122.2179634,418187
"Scott, Missouri, US",United States,Missouri,Scott,US,USA,29201,37.05588075,-89.56474493,38280
"Lawrence, Illinois, US",United States,Illinois,Lawrence,US,USA,17101,38.71987914,-87.72884035,15678
"Concordia, Louisiana, US",United States,Louisiana,Concordia,US,USA,22029,31.44817835,-91.63814433,19259
"Cerro Gordo, Iowa, US",United States,Iowa,Cerro Gordo,US,USA,19033,43.08177563,-93.2612239,42450
"Philadelphia, Pennsylvania, US",United States,Pennsylvania,Philadelphia,US,USA,42101,40.00338507,-75.1379271,1584064
"Teton, Wyoming, US",United States,Wyoming,Teton,US,USA,56039,43.93522482,-110.5890801,23464
"Franklin, Illinois, US",United States,Illinois,Franklin,US,USA,17055,37.99189086,-88.92567818,38469
"Pontotoc, Mississippi, US",United States,Mississippi,Pontotoc,US,USA,28115,34.226046,-89.03636807,32174
"DeKalb, Alabama, US",United States,Alabama,DeKalb,US,USA,1049,34.45946862,-85.80782906,71513
"Divide, North Dakota, US",United States,North Dakota,Divide,US,USA,38023,48.8149387,-103.4873611,2264
